Fecha,Producto,Región,Ventas
2024-04-22,B,Norte,452
2024-12-15,B,Sur,433
2024-09-10,E,Este,156
2024-04-27,B,Este,158
2024-07-16,B,Centro,377
2024-12-02,B,Oeste,152
2024-12-30,D,Este,190
2024-02-20,B,Sur,114
2024-09-01,A,Norte,183
2024-02-04,A,Este,248
2024-10-28,E,Sur,417
2024-03-09,D,Norte,204
2024-12-14,A,Centro,128
2024-11-15,D,Este,485
2024-02-18,D,Este,431
2024-03-14,E,Sur,299
2024-07-10,D,Oeste,426
2024-09-17,B,Centro,136
2024-12-21,D,Oeste,353
2024-03-10,E,Este,290
2024-03-30,E,Oeste,137
2024-09-16,E,Norte,373
2024-05-05,A,Centro,221
2024-08-18,B,Oeste,406
2024-10-21,A,Norte,66
2024-05-08,C,Sur,272
2024-10-06,B,Oeste,343
2024-11-08,D,Centro,443
2024-04-09,E,Norte,359
2024-11-21,C,Oeste,268
2024-10-23,B,Sur,283
2024-06-30,A,Oeste,439
2024-06-22,E,Norte,297
2024-11-11,A,Oeste,439
2024-12-29,B,Centro,101
2024-07-06,B,Este,64
2024-02-26,C,Norte,373
2024-01-31,D,Norte,490
2024-03-24,A,Norte,161
2024-05-31,C,Norte,233
2024-02-05,E,Oeste,409
2024-07-31,D,Centro,56
2024-12-29,C,Sur,100
2024-04-15,A,Centro,363
2024-12-07,B,Norte,290
2024-08-07,E,Oeste,294
2024-06-11,A,Oeste,497
2024-08-07,D,Norte,414
2024-09-26,D,Oeste,416
2024-04-29,B,Norte,459
2024-12-01,B,Centro,235
2024-06-30,E,Este,336
2024-04-15,E,Oeste,499
2024-08-04,B,Norte,141
2024-07-23,B,Norte,155
2024-03-10,D,Oeste,62
2024-02-13,B,Sur,195
2024-11-24,C,Norte,168
2024-10-27,A,Oeste,252
2024-08-15,B,Norte,190
2024-07-02,E,Sur,164
2024-04-16,C,Este,201
2024-03-24,E,Sur,106
2024-12-03,C,Centro,431
2024-09-06,B,Oeste,206
2024-12-28,A,Sur,489
2024-01-21,E,Este,359
2024-07-14,C,Norte,182
2024-06-26,D,Oeste,212
2024-01-07,B,Sur,324
2024-03-10,A,Este,232
2024-05-06,B,Sur,126
2024-06-08,D,Centro,374
2024-09-04,A,Oeste,93
2024-07-21,D,Norte,255
2024-05-27,B,Este,87
2024-05-22,C,Sur,367
2024-07-17,B,Oeste,71
2024-06-02,B,Sur,122
2024-05-21,B,Oeste,290
2024-11-08,E,Centro,473
2024-06-13,D,Sur,203
2024-11-09,D,Centro,286
2024-01-21,D,Este,430
2024-03-22,E,Centro,54
2024-03-09,C,Oeste,270
2024-05-10,B,Este,359
2024-03-27,C,Sur,135
2024-08-05,E,Sur,226
2024-10-31,D,Oeste,308
2024-12-10,B,Norte,269
2024-12-06,A,Norte,87
2024-06-09,A,Sur,191
2024-06-26,C,Oeste,480
2024-04-26,D,Norte,447
2024-07-14,A,Centro,284
2024-11-22,C,Sur,252
2024-03-26,E,Centro,378
2024-10-15,C,Oeste,343
2024-03-21,C,Centro,497
2024-05-31,C,Norte,221
2024-03-01,B,Norte,174
2024-03-01,C,Este,375
2024-12-19,C,Sur,114
2024-01-28,B,Oeste,330
2024-02-12,B,Sur,321
2024-06-17,E,Centro,293
2024-03-26,D,Oeste,64
2024-06-25,A,Oeste,275
2024-01-17,A,Norte,180
2024-04-07,C,Centro,244
2024-07-16,E,Norte,342
2024-04-07,C,Norte,258
2024-03-05,A,Este,488
2024-11-25,B,Norte,430
2024-12-06,D,Sur,162
2024-01-05,E,Oeste,293
2024-01-02,B,Norte,215
2024-01-22,D,Sur,240
2024-04-21,E,Centro,306
2024-02-26,E,Oeste,376
2024-03-06,A,Centro,267
2024-11-25,B,Sur,408
2024-04-07,E,Centro,324
2024-05-23,E,Centro,101
2024-05-04,D,Centro,423
2024-06-15,A,Norte,207
2024-03-26,C,Norte,412
2024-03-16,A,Norte,104
2024-12-09,C,Oeste,63
2024-10-20,B,Sur,318
2024-02-28,B,Norte,389
2024-05-17,E,Centro,139
2024-04-08,B,Centro,76
2024-07-10,E,Centro,138
2024-08-30,A,Centro,442
2024-11-14,B,Este,90
2024-02-18,A,Oeste,353
2024-02-01,A,Sur,317
2024-10-03,B,Sur,187
2024-01-20,A,Norte,55
2024-06-02,B,Este,291
2024-03-08,B,Sur,211
2024-08-01,B,Oeste,229
2024-05-22,C,Centro,346
2024-08-19,A,Norte,55
2024-07-31,D,Oeste,435
2024-03-19,B,Sur,320
2024-08-01,A,Este,450
2024-04-25,E,Norte,321
2024-04-01,B,Sur,205
2024-09-26,B,Norte,134
2024-06-16,D,Sur,249
2024-02-27,C,Centro,59
2024-10-10,C,Este,187
2024-01-26,B,Centro,291
2024-03-06,A,Sur,443
2024-09-04,E,Oeste,250
2024-09-10,E,Centro,205
2024-02-13,A,Oeste,457
2024-04-06,B,Sur,324
2024-02-11,E,Este,274
2024-08-14,C,Oeste,117
2024-09-18,A,Sur,233
2024-06-15,D,Oeste,244
2024-10-05,B,Centro,91
2024-03-29,A,Sur,445
2024-06-26,E,Centro,451
2024-07-15,B,Norte,200
2024-11-02,C,Sur,133
2024-09-23,B,Oeste,183
2024-09-24,B,Norte,358
2024-03-14,C,Centro,403
2024-01-08,C,Centro,347
2024-10-23,B,Oeste,499
2024-06-12,C,Norte,79
2024-03-25,A,Este,58
2024-03-12,C,Oeste,219
2024-02-24,C,Centro,339
2024-02-16,B,Sur,217
2024-08-25,A,Norte,393
2024-04-13,D,Este,194
2024-07-28,D,Sur,462
2024-02-11,E,Norte,277
2024-11-11,C,Oeste,355
2024-09-24,C,Oeste,125
2024-09-19,A,Norte,272
2024-12-01,D,Este,226
2024-12-30,E,Norte,238
2024-09-15,A,Sur,351
2024-10-09,C,Sur,95
2024-04-23,D,Oeste,431
2024-12-28,E,Norte,66
2024-02-09,B,Oeste,115
2024-08-07,D,Este,409
2024-05-08,E,Sur,310
2024-01-08,A,Centro,172
2024-04-10,B,Centro,280
2024-06-24,E,Norte,487
2024-04-16,E,Norte,174
2024-04-10,C,Centro,161
2024-09-16,D,Norte,321
2024-09-02,C,Sur,130
2024-10-01,B,Este,295
2024-02-01,E,Este,396
2024-05-16,C,Oeste,440
2024-01-12,D,Sur,441
2024-10-28,B,Norte,377
2024-01-16,A,Norte,264
2024-05-08,C,Oeste,401
2024-03-03,B,Oeste,284
2024-04-18,A,Norte,416
2024-01-21,C,Norte,131
2024-06-06,B,Sur,343
2024-09-25,B,Oeste,359
2024-06-10,C,Sur,125
2024-09-16,B,Norte,64
2024-04-11,E,Centro,269
2024-08-10,C,Centro,279
2024-02-28,B,Norte,483
2024-09-03,A,Oeste,489
2024-05-07,A,Centro,421
2024-10-09,E,Oeste,314
2024-11-20,C,Centro,313
2024-01-25,B,Oeste,159
2024-05-10,B,Centro,452
2024-12-18,A,Oeste,356
2024-07-14,E,Sur,249
2024-10-07,A,Oeste,275
2024-06-02,A,Sur,234
2024-05-12,E,Sur,80
2024-08-14,C,Norte,151
2024-07-07,B,Sur,308
2024-09-21,C,Este,148
2024-05-13,D,Sur,388
2024-07-29,D,Oeste,348
2024-02-29,D,Sur,334
2024-12-29,E,Oeste,315
2024-12-29,A,Oeste,189
2024-07-31,C,Este,351
2024-08-03,B,Sur,335
2024-08-13,D,Sur,399
2024-05-10,C,Centro,265
2024-03-16,D,Centro,81
2024-10-12,D,Norte,352
2024-10-03,B,Oeste,137
2024-06-04,E,Este,112
2024-09-04,A,Centro,459
2024-08-05,E,Sur,436
2024-07-08,C,Norte,328
2024-06-11,E,Este,123
2024-06-28,C,Sur,355
2024-02-03,C,Sur,469
2024-02-10,A,Oeste,173
2024-11-02,B,Oeste,318
2024-12-03,A,Centro,431
2024-11-09,E,Centro,334
2024-03-15,C,Sur,471
2024-10-05,D,Sur,170
2024-06-24,D,Centro,395
2024-05-29,C,Centro,261
2024-09-29,A,Sur,438
2024-11-20,B,Este,197
2024-04-17,A,Sur,127
2024-05-18,C,Este,414
2024-12-15,C,Este,63
2024-09-27,B,Sur,185
2024-12-12,E,Norte,353
2024-10-15,E,Centro,446
2024-07-30,B,Oeste,329
2024-09-28,E,Sur,128
2024-03-06,D,Este,292
2024-09-04,E,Sur,242
2024-06-04,E,Centro,467
2024-02-16,E,Este,291
2024-07-19,D,Oeste,100
2024-05-27,E,Oeste,281
2024-05-03,D,Oeste,308
2024-01-01,B,Norte,433
2024-09-03,A,Este,424
2024-12-08,B,Este,267
2024-05-07,A,Norte,255
2024-07-09,B,Este,363
2024-03-07,A,Norte,430
2024-01-04,A,Sur,418
2024-10-29,C,Centro,360
2024-10-20,A,Oeste,424
2024-05-22,A,Norte,169
2024-07-09,C,Norte,129
2024-01-21,E,Norte,91
2024-08-14,E,Sur,70
2024-11-08,C,Norte,59
2024-04-26,D,Centro,362
2024-10-28,A,Centro,202
2024-05-21,A,Oeste,361
2024-02-08,C,Sur,343
2024-12-20,C,Centro,135
2024-09-08,D,Este,162
2024-11-28,E,Este,238
2024-07-25,B,Este,161
2024-07-28,E,Norte,224
2024-04-24,A,Norte,359
2024-08-12,C,Este,351
2024-05-13,D,Oeste,53
2024-09-07,E,Oeste,271
2024-08-06,D,Norte,499
2024-03-31,E,Este,270
2024-12-19,A,Oeste,220
2024-02-15,B,Norte,367
2024-02-07,D,Este,262
2024-05-21,D,Sur,302
2024-04-09,B,Este,173
2024-11-23,D,Este,177
2024-07-08,D,Centro,262
2024-02-04,E,Centro,161
2024-05-26,E,Sur,134
2024-01-30,B,Sur,53
2024-11-29,A,Este,114
2024-03-24,D,Oeste,367
2024-10-07,A,Sur,395
2024-12-09,B,Este,169
2024-09-26,B,Norte,292
2024-06-02,E,Centro,435
2024-04-11,D,Oeste,186
2024-08-02,C,Este,296
2024-05-29,B,Norte,490
2024-03-23,D,Centro,94
2024-04-19,A,Norte,195
2024-10-01,E,Este,417
2024-07-19,A,Sur,225
2024-10-10,B,Centro,91
2024-06-21,B,Norte,346
2024-11-22,A,Sur,138
2024-07-24,B,Oeste,267
2024-03-03,D,Este,491
2024-03-13,B,Este,277
2024-09-07,E,Centro,347
2024-05-03,D,Norte,340
2024-04-30,C,Oeste,471
2024-10-01,B,Centro,116
2024-04-29,B,Centro,300
2024-11-12,E,Norte,90
2024-06-12,E,Oeste,148
2024-10-12,A,Norte,355
2024-09-21,A,Este,409
2024-11-15,A,Sur,391
2024-06-09,E,Este,128
2024-11-03,A,Este,350
2024-03-29,A,Centro,248
2024-05-21,C,Este,196
2024-07-21,A,Oeste,155
2024-11-04,B,Este,450
2024-08-14,E,Oeste,242
2024-11-29,D,Norte,171
2024-08-09,C,Centro,126
2024-02-10,E,Oeste,361
2024-07-14,E,Este,161
2024-03-08,B,Centro,398
2024-09-20,A,Centro,346
2024-01-02,B,Oeste,219
2024-12-26,A,Oeste,55
2024-05-04,A,Sur,246
2024-04-19,E,Sur,147
2024-03-26,A,Centro,378
2024-04-29,C,Sur,279
2024-05-06,C,Este,217
2024-09-11,C,Norte,346
2024-07-01,E,Centro,314
2024-01-16,B,Norte,57
2024-03-02,D,Sur,221
2024-06-06,A,Oeste,491
2024-09-24,D,Centro,409
2024-02-04,B,Sur,244
2024-09-23,B,Este,318
2024-03-04,E,Centro,68
2024-02-19,C,Centro,403
2024-09-11,C,Oeste,401
2024-05-28,B,Centro,98
2024-11-20,E,Oeste,405
2024-10-30,E,Sur,387
2024-10-02,A,Este,207
2024-12-22,C,Este,115
2024-06-20,B,Centro,396
2024-07-19,D,Centro,108
2024-11-19,C,Sur,358
2024-02-04,A,Oeste,357
2024-08-03,E,Este,386
2024-03-05,B,Oeste,208
2024-01-08,C,Sur,320
2024-10-27,D,Este,170
2024-12-08,A,Este,303
2024-11-27,A,Norte,453
2024-03-16,C,Sur,310
2024-06-22,D,Sur,184
2024-02-16,A,Norte,323
2024-01-15,B,Oeste,105
2024-12-26,A,Norte,380
2024-05-26,D,Sur,145
2024-01-26,E,Oeste,163
2024-11-03,E,Este,406
2024-04-02,C,Norte,478
2024-08-19,D,Oeste,77
2024-01-21,A,Oeste,355
2024-11-02,A,Oeste,51
2024-02-07,E,Norte,261
2024-10-02,E,Este,117
2024-06-05,B,Oeste,177
2024-06-27,E,Norte,382
2024-05-11,B,Sur,73
2024-11-06,A,Norte,302
2024-12-13,B,Norte,417
2024-01-28,B,Norte,279
2024-09-16,C,Oeste,225
2024-03-16,E,Norte,478
2024-03-07,B,Sur,424
2024-12-07,A,Oeste,270
2024-07-12,D,Sur,491
2024-06-10,B,Centro,85
2024-12-12,E,Norte,51
2024-12-26,C,Oeste,432
2024-09-13,A,Oeste,410
2024-03-12,C,Norte,323
2024-03-27,D,Este,226
2024-09-18,B,Este,313
2024-08-01,B,Sur,235
2024-06-01,E,Norte,64
2024-07-28,B,Norte,450
2024-03-01,A,Centro,328
2024-09-24,D,Este,243
2024-09-18,C,Este,247
2024-08-05,D,Norte,398
2024-10-09,B,Sur,460
2024-05-15,C,Norte,470
2024-12-27,E,Sur,354
2024-04-02,D,Este,113
2024-04-18,C,Centro,339
2024-08-28,C,Oeste,67
2024-12-20,C,Este,113
2024-05-21,A,Sur,411
2024-10-17,D,Norte,379
2024-08-24,C,Este,407
2024-12-05,D,Centro,300
2024-11-07,C,Sur,477
2024-06-25,E,Norte,66
2024-05-20,E,Oeste,492
2024-07-07,E,Sur,190
2024-02-18,B,Norte,357
2024-10-28,C,Oeste,493
2024-07-08,B,Norte,475
2024-05-15,D,Oeste,369
2024-02-12,B,Oeste,294
2024-12-18,D,Oeste,499
2024-03-30,D,Norte,339
2024-10-21,D,Oeste,400
2024-12-06,B,Sur,136
2024-09-01,C,Centro,248
2024-07-10,B,Centro,407
2024-11-13,C,Oeste,497
2024-04-15,C,Centro,210
2024-12-28,D,Centro,189
2024-11-05,B,Oeste,125
2024-08-20,C,Oeste,68
2024-09-21,E,Sur,442
2024-12-09,C,Este,379
2024-02-06,E,Norte,450
2024-10-31,B,Oeste,99
2024-02-10,B,Oeste,281
2024-01-17,B,Centro,344
2024-12-09,C,Sur,474
2024-10-03,A,Centro,443
2024-11-02,C,Oeste,61
2024-02-28,C,Oeste,384
2024-07-01,D,Centro,64
2024-02-10,D,Oeste,77
2024-02-08,C,Este,437
2024-07-10,E,Norte,341
2024-09-23,D,Norte,424
2024-05-26,C,Norte,370
2024-11-28,A,Este,299
2024-05-06,E,Oeste,147
2024-02-15,B,Centro,352
2024-02-14,C,Sur,386
2024-01-01,C,Oeste,88
2024-06-16,E,Este,87
2024-04-17,D,Este,349
2024-01-19,D,Norte,228
2024-11-27,D,Oeste,146
2024-03-12,B,Norte,429
2024-04-18,E,Sur,331
2024-09-24,E,Norte,287
2024-08-27,D,Sur,213
2024-10-27,D,Este,146
2024-03-30,A,Norte,306
2024-04-12,A,Norte,358
2024-09-06,C,Centro,311
2024-01-08,C,Este,342
2024-06-01,E,Centro,307
2024-12-12,E,Sur,298
2024-06-22,B,Sur,294
2024-12-08,B,Este,300
2024-06-06,A,Sur,172
2024-08-02,C,Este,374
2024-06-25,A,Sur,218
2024-06-23,A,Oeste,484
2024-12-05,C,Norte,224
2024-12-03,B,Oeste,318
2024-05-25,C,Este,253
2024-11-19,D,Este,374
2024-06-09,D,Oeste,115
2024-05-06,D,Norte,364
2024-03-22,E,Norte,373
2024-05-26,B,Centro,108
2024-08-26,B,Sur,268
2024-03-24,E,Centro,422
2024-04-22,A,Norte,315
2024-08-12,D,Oeste,190
2024-11-27,D,Sur,285
2024-08-30,A,Oeste,435
2024-05-22,C,Centro,267
2024-02-10,C,Este,64
2024-09-14,B,Oeste,351
2024-10-11,E,Centro,490
2024-04-14,B,Centro,187
2024-07-20,C,Centro,455
2024-11-02,A,Este,281
2024-11-26,B,Este,138
2024-09-22,D,Este,126
2024-07-28,D,Sur,185
2024-02-20,A,Este,454
2024-04-27,C,Este,455
2024-07-19,D,Este,159
2024-02-08,D,Oeste,402
2024-01-28,E,Este,350
2024-09-15,B,Sur,140
2024-03-24,C,Centro,473
2024-06-03,B,Oeste,419
2024-04-26,C,Norte,455
2024-01-02,D,Este,463
2024-04-02,E,Centro,239
2024-06-14,B,Centro,122
2024-12-15,D,Oeste,222
2024-10-22,C,Norte,84
2024-09-14,B,Sur,259
2024-03-21,B,Centro,347
2024-09-24,D,Centro,182
2024-08-22,B,Centro,332
2024-11-16,E,Centro,247
2024-11-06,E,Oeste,495
2024-10-27,D,Norte,81
2024-12-22,C,Centro,185
2024-07-31,D,Sur,297
2024-03-02,E,Sur,408
2024-02-18,A,Este,390
2024-05-06,A,Centro,195
2024-08-10,B,Centro,383
2024-10-05,B,Centro,192
2024-10-20,A,Centro,283
2024-10-10,E,Centro,459
2024-10-03,B,Sur,486
2024-04-16,D,Norte,93
2024-05-25,D,Norte,81
2024-04-08,E,Este,280
2024-03-13,B,Sur,77
2024-05-01,D,Centro,472
2024-01-30,B,Norte,209
2024-07-06,B,Oeste,382
2024-12-29,D,Oeste,256
2024-12-19,A,Oeste,67
2024-10-14,D,Centro,152
2024-07-13,E,Centro,119
2024-06-04,C,Este,168
2024-06-20,D,Este,188
2024-11-30,B,Este,209
2024-02-10,B,Oeste,281
2024-03-03,D,Centro,197
2024-01-23,C,Oeste,402
2024-12-25,D,Este,473
2024-03-15,C,Centro,441
2024-02-17,C,Sur,292
2024-06-08,E,Norte,84
2024-11-08,B,Norte,374
2024-04-27,B,Este,431
2024-04-09,C,Oeste,404
2024-06-15,B,Sur,288
2024-10-16,A,Centro,383
2024-06-04,C,Oeste,198
2024-01-07,B,Este,160
2024-07-14,A,Oeste,457
2024-02-25,E,Este,66
2024-11-16,B,Norte,451
2024-07-11,A,Norte,275
2024-02-16,D,Oeste,189
2024-05-27,D,Sur,193
2024-10-01,A,Centro,309
2024-06-05,C,Este,266
2024-07-20,C,Centro,211
2024-05-05,B,Norte,141
2024-10-31,D,Sur,223
2024-10-20,C,Sur,380
2024-03-04,C,Centro,254
2024-11-20,D,Norte,464
2024-06-24,E,Centro,202
2024-04-25,C,Oeste,152
2024-07-22,A,Sur,251
2024-11-16,B,Sur,329
2024-01-31,C,Oeste,114
2024-04-22,C,Norte,166
2024-12-30,E,Sur,202
2024-11-20,A,Este,205
2024-12-09,B,Este,213
2024-03-07,C,Norte,131
2024-03-15,B,Oeste,55
2024-02-14,D,Centro,371
2024-09-16,C,Norte,116
2024-06-02,C,Centro,287
2024-06-03,D,Norte,121
2024-12-28,E,Este,144
2024-08-21,C,Oeste,353
2024-02-20,B,Este,375
2024-11-01,A,Oeste,127
2024-09-18,B,Centro,116
2024-11-10,E,Norte,225
2024-05-04,A,Sur,370
2024-09-01,B,Sur,221
2024-01-30,B,Oeste,304
2024-05-01,D,Oeste,112
2024-05-04,E,Este,351
2024-02-06,D,Sur,452
2024-06-18,A,Este,295
2024-05-03,D,Centro,241
2024-12-22,E,Sur,378
2024-02-04,C,Centro,120
2024-03-27,C,Norte,415
2024-05-13,A,Este,278
2024-07-14,C,Oeste,483
2024-09-30,D,Sur,112
2024-07-19,A,Este,346
2024-10-11,E,Oeste,294
2024-03-17,A,Norte,56
2024-02-28,A,Sur,442
2024-05-05,B,Centro,309
2024-04-18,B,Norte,138
2024-08-11,A,Oeste,226
2024-10-04,C,Sur,253
2024-03-08,B,Sur,183
2024-03-09,E,Norte,131
2024-06-13,D,Sur,70
2024-10-31,B,Oeste,448
2024-06-10,A,Norte,177
2024-12-30,C,Centro,244
2024-12-07,D,Norte,243
2024-11-04,B,Norte,233
2024-12-08,C,Centro,296
2024-02-11,C,Oeste,410
2024-12-19,C,Este,409
2024-04-18,A,Este,373
2024-02-20,E,Centro,209
2024-09-06,C,Oeste,243
2024-12-06,D,Sur,159
2024-01-21,B,Centro,462
2024-10-26,D,Este,115
2024-05-18,A,Oeste,467
2024-12-24,A,Norte,303
2024-11-19,D,Oeste,332
2024-04-01,E,Oeste,109
2024-10-06,A,Este,167
2024-05-04,A,Este,472
2024-04-20,D,Sur,93
2024-12-19,A,Sur,259
2024-05-18,E,Centro,85
2024-09-29,E,Norte,68
2024-04-08,E,Sur,140
2024-09-08,B,Este,350
2024-12-03,E,Oeste,261
2024-04-13,E,Centro,454
2024-08-01,B,Sur,456
2024-09-05,C,Oeste,271
2024-05-31,A,Oeste,266
2024-09-06,E,Sur,272
2024-10-01,A,Norte,460
2024-06-13,D,Norte,147
2024-12-06,A,Centro,68
2024-01-08,B,Norte,346
2024-10-10,A,Centro,75
2024-01-05,A,Este,77
2024-05-24,A,Sur,113
2024-04-10,C,Oeste,373
2024-06-12,C,Centro,272
2024-05-26,D,Norte,129
2024-03-04,B,Centro,100
2024-03-31,A,Centro,151
2024-04-26,A,Norte,225
2024-12-19,A,Norte,59
2024-09-23,A,Sur,286
2024-11-05,C,Oeste,472
2024-06-21,D,Sur,149
2024-02-16,E,Sur,427
2024-05-19,B,Norte,277
2024-09-02,A,Norte,452
2024-05-28,D,Oeste,113
2024-09-02,E,Centro,429
2024-01-05,D,Sur,68
2024-07-02,C,Oeste,381
2024-01-20,E,Sur,367
2024-02-15,D,Centro,190
2024-01-12,C,Sur,74
2024-03-10,D,Este,277
2024-01-17,D,Oeste,138
2024-05-26,E,Norte,141
2024-06-02,C,Sur,91
2024-10-30,A,Oeste,422
2024-04-17,B,Oeste,344
2024-08-23,E,Sur,463
2024-11-03,C,Norte,438
2024-12-17,D,Norte,130
2024-03-10,C,Sur,451
2024-07-01,B,Oeste,156
2024-09-06,B,Norte,160
2024-08-15,A,Sur,326
2024-04-11,A,Sur,263
2024-03-15,B,Sur,280
2024-08-03,E,Oeste,355
2024-07-21,E,Norte,170
2024-07-10,D,Oeste,183
2024-09-05,A,Este,355
2024-08-29,D,Norte,257
2024-06-27,A,Oeste,499
2024-08-06,B,Norte,420
2024-03-22,E,Este,306
2024-04-01,E,Centro,234
2024-06-23,B,Sur,335
2024-08-26,D,Oeste,491
2024-09-16,D,Este,412
2024-12-30,C,Este,229
2024-06-11,A,Norte,470
2024-02-17,D,Norte,97
2024-11-24,B,Sur,136
2024-11-23,D,Norte,434
2024-04-25,E,Oeste,68
2024-12-02,A,Oeste,95
2024-12-02,C,Oeste,435
2024-08-12,A,Centro,105
2024-12-17,E,Oeste,278
2024-11-23,E,Norte,194
2024-05-26,E,Norte,141
2024-03-03,E,Oeste,131
2024-10-20,B,Este,274
2024-11-18,C,Este,128
2024-11-20,E,Este,199
2024-01-13,E,Sur,410
2024-07-07,D,Centro,332
2024-10-13,C,Oeste,360
2024-07-26,A,Sur,209
2024-04-23,C,Este,365
2024-01-22,C,Oeste,414
2024-12-14,C,Sur,205
2024-08-01,E,Norte,205
2024-06-19,E,Este,425
2024-11-18,B,Sur,251
2024-02-23,A,Norte,458
2024-10-24,D,Este,390
2024-11-15,C,Centro,391
2024-05-05,A,Este,166
2024-10-03,A,Centro,203
2024-07-22,B,Centro,413
2024-07-12,D,Centro,380
2024-06-17,C,Oeste,168
2024-05-31,D,Oeste,248
2024-02-04,B,Centro,450
2024-07-02,E,Norte,312
2024-10-12,A,Centro,233
2024-02-26,C,Sur,497
2024-08-09,E,Centro,197
2024-10-29,B,Oeste,215
2024-06-11,D,Oeste,124
2024-01-19,A,Sur,285
2024-09-20,C,Sur,363
2024-10-08,E,Este,321
2024-04-22,E,Norte,228
2024-11-22,A,Norte,332
2024-01-30,D,Norte,100
2024-05-14,B,Oeste,124
2024-03-07,D,Norte,193
2024-03-05,D,Este,392
2024-10-18,D,Este,237
2024-01-25,A,Norte,172
2024-02-06,A,Sur,381
2024-01-01,B,Este,300
2024-02-06,D,Sur,345
2024-05-20,A,Oeste,372
2024-08-19,B,Este,179
2024-05-15,B,Sur,301
2024-07-06,D,Norte,407
2024-05-07,C,Oeste,481
2024-07-19,D,Centro,229
2024-05-06,C,Centro,457
2024-09-13,B,Norte,398
2024-06-12,A,Oeste,159
2024-02-04,E,Oeste,387
2024-07-12,B,Oeste,127
2024-07-09,A,Oeste,51
2024-04-13,B,Centro,370
2024-01-23,D,Sur,325
2024-09-21,C,Oeste,339
2024-10-16,B,Sur,346
2024-09-16,A,Oeste,218
2024-12-23,D,Este,289
2024-03-15,E,Este,72
2024-12-20,D,Este,343
2024-03-12,C,Oeste,221
2024-09-15,D,Sur,372
2024-07-06,E,Centro,367
2024-06-21,A,Norte,445
2024-10-16,B,Centro,335
2024-02-14,C,Oeste,392
2024-03-01,E,Este,242
2024-03-23,C,Este,218
2024-05-02,D,Sur,453
2024-12-23,C,Oeste,167
2024-01-16,E,Centro,55
2024-03-06,B,Oeste,380
2024-05-24,B,Oeste,181
2024-06-10,C,Este,142
2024-08-21,A,Centro,300
2024-05-23,C,Norte,59
2024-12-23,D,Este,100
2024-07-06,B,Centro,398
2024-11-17,B,Sur,343
2024-01-13,B,Este,178
2024-07-02,A,Sur,441
2024-04-20,A,Este,298
2024-10-16,E,Oeste,151
2024-10-21,C,Centro,386
2024-08-02,C,Sur,132
2024-04-29,D,Este,240
2024-02-24,B,Sur,466
2024-01-27,A,Este,192
2024-04-27,D,Este,286
2024-08-08,D,Norte,336
2024-08-18,A,Norte,326
2024-02-22,C,Norte,436
2024-10-21,B,Sur,431
2024-11-16,C,Oeste,499
2024-08-20,D,Este,340
2024-06-06,B,Centro,218
2024-09-25,E,Norte,492
2024-01-21,D,Sur,193
2024-02-22,C,Sur,233
2024-10-01,C,Sur,94
2024-11-08,C,Centro,292
2024-10-07,A,Centro,364
2024-08-01,D,Norte,483
2024-01-31,B,Centro,317
2024-12-02,C,Norte,302
2024-07-01,C,Centro,445
2024-01-23,A,Centro,338
2024-02-01,B,Centro,261
2024-03-14,D,Norte,226
2024-01-10,E,Este,70
2024-02-23,A,Norte,365
2024-02-21,D,Este,101
2024-05-27,E,Sur,487
2024-06-08,C,Sur,472
2024-01-14,C,Norte,282
2024-06-26,B,Este,482
2024-02-22,E,Este,172
2024-11-30,C,Este,411
2024-01-22,C,Sur,497
2024-01-30,B,Norte,149
2024-07-09,D,Oeste,263
2024-09-16,C,Este,459
2024-07-23,A,Este,376
2024-02-28,A,Oeste,184
2024-09-20,D,Norte,367
2024-01-12,E,Este,267
2024-04-28,B,Norte,137
2024-10-16,A,Este,329
2024-12-03,A,Centro,89
2024-09-04,D,Este,289
2024-12-19,E,Centro,381
2024-05-06,E,Norte,480
2024-03-15,D,Este,185
2024-12-26,A,Sur,231
2024-07-22,B,Sur,314
2024-02-18,A,Oeste,308
2024-03-19,E,Sur,231
2024-08-28,A,Centro,70
2024-12-14,B,Sur,400
2024-06-02,C,Sur,481
2024-09-30,A,Sur,480
2024-04-05,D,Este,245
2024-08-01,C,Oeste,261
2024-10-20,D,Norte,496
2024-07-27,D,Oeste,65
2024-12-08,D,Centro,251
2024-03-28,A,Este,412
2024-11-01,E,Este,267
2024-09-20,C,Sur,142
2024-11-20,B,Sur,182
2024-11-15,E,Centro,188
2024-06-05,A,Este,206
2024-06-04,D,Norte,384
2024-05-18,B,Oeste,119
2024-04-30,C,Este,353
2024-03-05,E,Norte,64
2024-04-16,E,Norte,284
2024-05-26,B,Oeste,261
2024-05-16,A,Norte,339
2024-06-10,C,Centro,109
2024-04-09,B,Norte,301
2024-12-03,D,Centro,495
2024-11-02,C,Norte,51
2024-05-20,E,Sur,285
2024-03-23,B,Norte,385
2024-06-25,E,Centro,68
2024-07-16,E,Norte,98
2024-04-21,E,Norte,127
2024-02-25,A,Norte,77
2024-06-27,E,Centro,97
2024-07-04,D,Norte,145
2024-08-05,D,Oeste,214
2024-11-11,C,Oeste,482
2024-08-04,E,Centro,414
2024-04-29,E,Sur,225
2024-06-23,B,Oeste,122
2024-01-23,A,Este,405
2024-07-31,C,Oeste,78
2024-08-22,E,Este,493
2024-01-13,B,Centro,206
2024-04-10,A,Sur,363
